Loss,Rewards,Avg_reward
0,0.0,nan
0,5,5.0
0,5,5.0
0,0.0,3.3333333333333335
0,5,3.75
0,0,3.0
0,0.2,2.5333333338300386
0,0.5,2.2428571432828903
0,0.0,1.962500000372529
0,0.0,1.7444444447755814
0,0.0,1.5700000002980232
0,0.0,1.4272727275436574
0,0.2,1.3250000004967053
0,0.2,1.2384615391492844
0,0.0,1.1500000006386213
0,5,1.406666667262713
0,0,1.3187500005587935
0,0.0,1.2411764711141586
0,0.0,1.1722222227189276
0,5,1.3736842109968788
0,0,1.3050000004470348
0,0,1.2428571432828903
0,0.2,1.1954545459964059
0,5,1.3608695657356926
0,0,1.304166667163372
0,0.5,1.2720000004768373
0,0.0,1.2230769235354204
0,0.0,1.1777777782192937
0,5,1.3142857147114617
0,0,1.268965517652446
0,0.2,1.2333333338300387
0,0.5,1.2096774198355214
0,0.0,1.1718750004656613
0,0,1.1363636368151866
0,0.0,1.1029411769088577
0,0.0,1.0714285718543188
0,0.0,1.0416666670805879
0,0.0,1.0135135139162477
0,0.5,1.0000000003921359
0,0.0,0.9743589747410554
0,0.0,0.9500000003725291
0,5,1.048780488168321
0,0.0,1.0238095241643133
0,0.0,1.0000000003465386
0,0.0,0.9772727276113901
0,5,1.0666666669978035
0,0,1.0434782611935034
0,0.0,1.021276596061727
0,0.0,1.0000000003104408
0,0.0,0.9795918370387993
0,5,1.0600000002980232
0,0.0,1.0392156865666895
0,0.0,1.01923076951733
0,0.0,1.000000000281154
0,0,0.9814814817574289
0,0.0,0.9636363639072938
0,0.0,0.9464285716946635
0,0,0.9298245616649327
0,0.0,0.9137931037051924
0,0.0,0.8983050849983247
0,0,0.883333333581686
0,0.0,0.8688524592606748
0,0.0,0.8548387099177607
0,5,0.920634920871447
0,0.0,0.9062500002328306
0,0,0.892307692536941
0,0.5,0.8863636365894115
0,0,0.8731343285806143
0,0.0,0.8602941178661936
0,0.0,0.8478260871724806
0,0.0,0.8357142859271595
0,0,0.8239436621817064
0,0.0,0.8125000002069606
0,0.0,0.8013698632178241
0,0,0.7905405407419076
0,0.0,0.7800000001986821
0,5,0.8355263159855416
0,0.0,0.8246753248688462
0,0.0,0.8141025642936046
0,0.0,0.8037974685430527
0,0,0.7937500001862645
0,5,0.845679012529644
0,0.0,0.8353658538402581
0,0.0,0.8253012049988092
0,0.0,0.8154761906535852
0,0.0,0.8058823531164843
0,0.2,0.7988372095102487
0,0.0,0.7896551726193264
0,0,0.7806818183850158
0,0.0,0.771910112560465
0,0.0,0.7633333335320155
0,0.0,0.7549450551415537
0,0.2,0.7489130437050177
0,0.0,0.740860215278082
0,0.2,0.7351063832323602
0,0.0,0.7273684213035985
0,5,0.7718750002483526
0,0,0.7639175260189882
0,0.0,0.7561224492228761
0,0.0,0.7484848487256753
0,0.0,0.7410000002384186
0,0,0.7336633665726917
0,0.5,0.7313725492533516
0,0,0.7242718448916685
0,0.0,0.7173076925369409
0,0.0,0.7104761907032557
0,0.0,0.7037735851305835
0,0.5,0.7018691591013257
0,0,0.6953703705911283
0,0.2,0.6908256883194687
0,0,0.6845454547892917
0,0.0,0.6783783786200188
0,0.0,0.6723214288109115
0,0.5,0.6707964604143548
0,0.0,0.6649122809370359
0,0.0,0.6591304350158442
0,0.0,0.6534482760932939
0,0.0,0.6478632480924965
0,0,0.642372881583238
0,0,0.6369747901413622
0,0.0,0.6316666668901841
0,5,0.6677685952629925
0,0.0,0.6622950821870663
0,0.0,0.6569105693237568
0,5,0.6919354840872749
0,0.0,0.6864000002145767
0,5,0.7206349208477943
0,0.0,0.7149606301324574
0,0.5,0.7132812502095476
0,0.0,0.7077519381924193
0,0.0,0.702307692514016
0,0.0,0.696946565090245
0,0.5,0.6954545456577431
0,0.0,0.6902255641114443
0,0.0,0.6850746270658364
0,0.2,0.6814814817022394
0,0.0,0.6764705884544289
0,0.0,0.6715328469328636
0,5,0.7028985509405965
0,0.0,0.6978417268331102
0,0.0,0.6928571430700166
0,0.5,0.6914893619134916
0,0,0.6866197185197347
0,0.0,0.6818181820265896
0,0.2,0.6784722224498788
0,0.0,0.6737931036743624
0,5,0.7034246577587846
0,0.0,0.6986394560053235
0,0.0,0.6939189191404227
0,0,0.6892617451864601
0,0.0,0.684666666885217
0,0.0,0.6801324505482288
0,0.0,0.6756578949525168
0,0.5,0.6745098041358337
0,0.5,0.6733766235894971
0,0,0.6690322582760165
0,0,0.6647435899537343
0,0.0,0.6605095543489334
0,0.0,0.6563291141315352
0,0,0.6522012580678148
0,0.5,0.651250000204891
0,0.0,0.6472049691477177
0,0.0,0.6432098767455713
0,0.5,0.6423312885446782
0,0,0.6384146343462351
0,0,0.6345454547441367
0,0.0,0.6307228917637503
0,0,0.6269461079807339
0,0.2,0.6244047621176356
0,0.0,0.6207100593832118
0,0.2,0.6182352943455471
0,0.2,0.6157894739282062
0,0.0,0.6122093025681584
0,0.0,0.6086705204723888
0,0.0,0.6051724140328922
0,0.0,0.6017142859527043
0,0.0,0.5982954547825184
0,0.0,0.5949152544730127
0,0.0,0.5915730339422655
0,0.5,0.5910614527470572
0,0.0,0.5877777780095736
0,0.0,0.5845303869708467
0,0.0,0.58131868154793
0,0.0,0.5781420767307281
0,0.0,0.5750000002267568
0,0.0,0.571891892117423
0,0.0,0.5688172045253939
0,0.2,0.5668449200251523
0,0.0,0.563829787471827
0,0.0,0.5608465610830872
0,0.0,0.5578947370773868
0,0.2,0.5560209426580299
0,0.0,0.5531250002483526
0,0.0,0.5502590676045789
0,0,0.5474226806581635
0,0.0,0.5446153848599165
0,0.0,0.5418367349371618
0,0.0,0.5390862946582929
0,0.0,0.5363636366044632
0,0.0,0.5336683419481594
0,5,0.5560000002384186
0,0.0,0.5532338310830036
0,0.0,0.5504950497410085
0,0.0,0.5477832514664223
0,0.0,0.54509803944943
0,0.0,0.5424390246228474
0,0.0,0.5398058254741928
0,0.0,0.5371980678632063
0,0.0,0.5346153848446332
0,0.5,0.534449760993702
0,0.2,0.5328571430983997
0,0.5,0.5327014220410614
0,0.2,0.5311320757247368
0,0.0,0.5286384979044327
0,0.0,0.5261682245497391
0,5,0.5469767444355543
0,0.0,0.5444444446927972
0,0.0,0.5419354841181759
0,0.0,0.5394495415304779
0,0.0,0.5369863016148136
0,0.0,0.5345454547892917
0,0.0,0.532126697075313
0,0.0,0.5297297299713701
0,0.0,0.5273542603302429
0,0.0,0.5250000002394829
0,0.0,0.5226666669050852
0,0,0.5203539825382486
0,0.0,0.5180616742451285
0,0.0,0.515789473919492
0,0.0,0.5135371181381841
0,0.0,0.5113043480593226
0,0.0,0.5090909093231349
0,0.0,0.5068965519553629
0,0.0,0.504721030273151
0,0.2,0.5034188036607881
0,0,0.5012765959856358
0,0.2,0.5000000002525621
0,0.0,0.4978902956101462
0,0.0,0.4957983195781708
0,0.0,0.49372384962177673
0,0.0,0.49166666691501937
0,0.0,0.4896265562639197
0,0.0,0.48760330603142416
0,0.0,0.4855967080642166
0,0.0,0.48360655762133054
0,0.0,0.4816326533045088
0,0.2,0.48048780513245887
0,0.0,0.4785425103748376
0,0.0,0.4766129034781648
0,0.0,0.4746987954320678
0,0.0,0.4728000002503395
0,0.0,0.47091633491069673
0,5,0.4888888891372416
0,5,0.5067193678363039
0,1,0.5086614175692318
0,0.0,0.5066666669120976
0,0.0,0.5046875002444722
0,5,0.5221789885703692
0,0.0,0.520155039002267
0,0.0,0.5181467183883586
0,0.0,0.5161538463945572
0,0.0,0.5141762454505168
0,0.0,0.5122137406968889
0,0.0,0.5102661599337828
0,0.0,0.5083333335703972
0,0,0.506415094575792
0,0.0,0.5045112784307703
0,0.0,0.5026217230808422
0,5,0.5194029853081525
0,0.0,0.5174721191917654
0,0.0,0.5155555557873513
0,0.0,0.5136531367623058
0,0.0,0.5117647061124444
0,0.0,0.5098901101193585
0,0.0,0.5080291973087039
0,0.0,0.5061818184093996
