Loss,Rewards,Avg_reward
0,0.0,nan
0,5,5.0
0,5,5.0
0,0.0,3.3333333333333335
0,5,3.75
0,0,3.0
0,0.2,2.5333333338300386
0,0.5,2.2428571432828903
0,0.0,1.962500000372529
0,0.0,1.7444444447755814
0,0.0,1.5700000002980232
0,0.0,1.4272727275436574
0,0.2,1.3250000004967053
0,5,1.607692308150805
0,5,1.8500000004257475
0,0,1.726666667064031
0,0,1.618750000372529
0,0.0,1.5235294121153213
0,0,1.4388888892200258
0,0,1.3631578950505507
0,0,1.2950000002980233
0,0,1.233333333617165
0,0.2,1.1863636367700316
0,5,1.3521739134322042
0,0,1.2958333337058623
0,0.5,1.264000000357628
0,0.0,1.2153846157284884
0,0.0,1.1703703707015072
0,5,1.3071428574621677
0,0,1.2620689658255413
0,5,1.3866666669646899
0,0.5,1.3580645164174419
0,5,1.4718750002793968
0,0,1.4272727275436574
0,0.0,1.3852941179100204
0,0.2,1.3514285717691694
0,5,1.4527777781089146
0,5,1.548648648970836
0,0.5,1.521052631892656
0,0,1.482051282356947
0,5,1.5700000002980232
0,0,1.531707317363925
0,5,1.614285714569546
0,0,1.5767441863237426
0,5,1.6545454548163847
0,0,1.6177777780426874
0,0,1.5826086959113246
0,0.5,1.5595744683387431
0,0.0,1.527083333581686
0,0.0,1.495918367590223
0,5,1.5660000002384187
0,0.0,1.5352941178808026
0,0,1.5057692309984794
0,0,1.477358490790961
0,0,1.450000000220758
0,0,1.4236363638531078
0,5,1.4875000002128738
0,0,1.4614035089810689
0,5,1.5224137933089816
0,0,1.496610169693575
0,0,1.4716666668653489
0,0,1.4475409838019824
0,0,1.4241935485793698
0,5,1.480952381141602
0,0,1.4578125001862645
0,0,1.4353846155680143
0,0.5,1.4212121213927413
0,0,1.4000000001779243
0,0.0,1.37941176488119
0,0.0,1.3594202900278396
0,0.0,1.340000000170299
0,0,1.3211267607312807
0,0.0,1.3027777779433463
0,0.0,1.2849315070126155
0,0,1.2675675677286613
0,0.2,1.2533333335320156
0,5,1.3026315791434364
0,5,1.3506493508428723
0,0,1.3333333335243738
0,0,1.316455696391154
0,0,1.3000000001862646
0,5,1.345679012529644
0,5,1.3902439026207458
0,0.0,1.3734939760831466
0,5,1.4166666668440615
0,0,1.4000000001753077
0,5,1.4418604652895484
0,0,1.4252873564931168
0,0,1.4090909092602404
0,0,1.393258427133721
0,0.0,1.3777777779433462
0,0,1.3626373628011117
0,0.2,1.350000000194363
0,0,1.335483871160015
0,1,1.331914893807249
0,0,1.3178947370303304
0,5,1.3562500001862645
0,0,1.3422680414214576
0,0,1.3285714287538917
0,0,1.3151515153321354
0,0,1.302000000178814
0,0,1.2891089110681326
0,0.5,1.2813725491949157
0,0,1.2689320390085572
0,0.0,1.2567307694027057
0,0.0,1.2447619049322038
0,0.5,1.2377358492252961
0,0.0,1.2261682244661813
0,0,1.2148148149803832
0,0.5,1.2082568808979945
0,0,1.1972727274352855
0,0.0,1.1864864866475802
0,0.2,1.177678571614836
0,0.0,1.1672566373527578
0,0.0,1.1570175440426458
0,0.0,1.1469565219205358
0,0.0,1.137068965697083
0,0.0,1.1273504275287318
0,0,1.1177966103462849
0,0,1.1084033615198456
0,0.5,1.1033333335071802
0,5,1.1355371902550548
0,0.2,1.1278688526544414
0,0,1.1186991871857062
0,0,1.1096774195471117
0,5,1.1408000001907348
0,5,1.1714285716177926
0,0,1.16220472459718
0,0.5,1.1570312501862645
0,5,1.1868217056111772
0,0,1.1776923078757067
0,5,1.2068702291896325
0,0.5,1.2015151516957716
0,5,1.230075188149187
0,0,1.220895522565984
0,5,1.2488888890654952
0,0,1.239705882528249
0,0,1.2306569344805975
0,0,1.2217391306075498
0,0,1.2129496404592939
0,0.5,1.2078571430274418
0,0.0,1.1992907803109352
0,0,1.1908450705904357
0,0.0,1.1825174826842089
0,0.5,1.1777777779433463
0,0.2,1.1710344829436006
0,5,1.1972602741563156
0,0,1.1891156464409667
0,5,1.2148648650460951
0,0,1.2067114095759872
0,5,1.2320000001788138
0,5,1.2569536425617358
0,0,1.248684210702777
0,0.5,1.2437908498485104
0,0.5,1.2389610391352084
0,0,1.2309677421085297
0,0,1.2230769232488596
0,0.0,1.215286624374663
0,0.0,1.2075949368786207
0,0,1.2000000001686923
0,0.0,1.192500000167638
0,0.0,1.1850931678684602
0,0.0,1.1777777779433463
0,0.5,1.1736196320663932
0,0,1.1664634147976958
0,0,1.1593939395564976
0,0.0,1.1524096387157958
0,0,1.1455089821965394
0,0.5,1.141666666826322
0,0.0,1.134911242762261
0,0.5,1.1311764707460124
0,0.5,1.1274853802738134
0,0.0,1.120930232714082
0,0.0,1.114450867207064
0,0.0,1.1080459771656441
0,0.0,1.1017142858675548
0,0.5,1.0982954546978527
0,0.0,1.0920903956317631
0,0,1.0859550563304612
0,0.5,1.0826815643956542
0,0.0,1.0766666668156784
0,0.0,1.0707182321923872
0,0.0,1.064835164982539
0,0.0,1.0590163935891916
0,0.0,1.0532608697109895
0,0.0,1.0475675677125518
0,0.0,1.0419354840151724
0,0.5,1.039037433298514
0,0.0,1.033510638440543
0,0.2,1.0291005292582134
0,0,1.02368421068317
0,0.5,1.0209424085329966
0,0.5,1.018229166821887
0,0.0,1.0129533680300637
0,0,1.0077319589165068
0,0.0,1.002564102716935
0,0.0,0.9974489797438894
0,0.0,0.9923857869533113
0,0.0,0.9873737375242542
0,0.0,0.9824120604512679
0,5,1.0025000001490116
0,0.0,0.9975124379592155
0,5,1.0173267328208035
0,0,1.01231527108277
0,0,1.0073529413225604
0,0,1.0024390245356212
0,5,1.0218446603388462
0,0,1.016908212704359
0,5,1.0360576924509728
0,0.5,1.033492823109102
0,0.5,1.0309523810942969
0,0.5,1.0284360190985893
0,0.5,1.0259433963669922
0,0.0,1.0211267607032972
0,0.0,1.016355140326179
0,5,1.034883721068848
0,0.0,1.0300925927305664
0,0.0,1.0253456222571535
0,0.0,1.0206422019715702
0,0.5,1.018264840318732
0,0.0,1.0136363637718286
0,0.2,1.009954751279559
0,0.0,1.0054054055530746
0,5,1.0233183857972312
0,0,1.0187500001463508
0,5,1.0364444445901446
0,0,1.0318584072247017
0,5,1.0493392071928747
0,0,1.0447368422490464
0,0,1.0401746726322383
0,0,1.0356521740555764
0,5,1.0528138529557687
0,5,1.0698275863482007
0,5,1.0866952791106548
0,5,1.1034188035588999
0,0,1.0987234043948193
0,5,1.1152542374270447
0,0,1.110548523345074
0,0.0,1.1058823530789184
0,0,1.1012552302626886
0,0,1.0966666668032607
0,0,1.0921161827086414
0,0,1.087603305920589
0,0,1.0831275721513685
0,0,1.0786885247245186
0,0,1.0742857144195206
0,0,1.0699186993202543
0,0,1.0655870446671358
0,0,1.061290322712833
0,0,1.057028112581456
0,0,1.0528000001311302
0,0,1.0486055778198509
0,5,1.0642857144158038
0,5,1.0798418973627768
0,0,1.0755905513101676
0,0,1.071372549148167
0,0,1.0671875001280569
0,5,1.0824902725010994
0,0,1.078294573770475
0,0,1.0741312742578477
0,0.2,1.07076923090678
0,0,1.0666666668036888
0,0,1.0625954199838274
0,0,1.058555133215828
0,0,1.0545454546809196
0,0,1.050566037870803
0,0,1.0466165414878301
0,0,1.0426966293474262
0,5,1.0574626867006074
0,0.2,1.0542750930808291
0,0,1.050370370513863
0,0,1.0464944650876127
0,0,1.0426470589659669
0,0,1.0388278389697547
0,0,1.0350364964917629
0,0,1.0312727274136109
0,0,1.0275362320244312
0,0,1.0238267149413105
0,0,1.0201438850314497
0,0,1.0164874553359964
0,0,1.0128571429955109
0,0,1.0092526691770214
0,0.2,1.006382978871359
0,0,1.0028268552711068
0,0,0.9992957747948001
0,0,0.9957894738306079
0,0,0.9923076924535777
0,0.5,0.9905923346401507
0,0.0,0.9871527779226502
0,0.5,0.9854671281720527
0,0.5,0.9837931035921491
0,0.0,0.9804123712773994
0,0.0,0.9770547946634358
